"session_id","game_id","start_date","start_time","duration_minutes","game_mode","controller_style","location","platform","user_id"
1637,150,"2021-08-25","12:00 PM",30,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1638,126,"2021-08-25","04:00 PM",15,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1639,150,"2021-08-25","05:00 PM",120,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1640,151,"2021-08-27","09:00 AM",90,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1641,126,"2021-08-27","05:00 PM",15,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1642,150,"2021-08-27","06:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1643,106,"2021-08-27","08:00 PM",120,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1644,150,"2021-08-28","10:00 AM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1645,150,"2021-08-28","03:00 PM",75,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1646,151,"2021-08-28","04:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1647,106,"2021-08-28","05:00 PM",75,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1648,150,"2021-08-29","09:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1649,151,"2021-08-29","08:00 AM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1650,150,"2021-08-29","09:00 AM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1651,39,"2021-08-29","02:00 PM",120,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1652,126,"2021-08-29","06:00 PM",75,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1653,151,"2021-08-30","08:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1654,106,"2021-08-30","09:00 PM",75,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1655,150,"2021-08-31","05:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1656,151,"2021-08-31","08:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1657,126,"2021-09-01","05:00 PM",15,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1658,150,"2021-09-01","05:00 PM",60,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1659,151,"2021-09-01","08:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1660,150,"2021-09-02","12:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1661,151,"2021-09-02","08:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1662,126,"2021-09-03","05:00 PM",30,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1663,126,"2021-09-03","06:00 PM",60,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1664,106,"2021-09-03","08:00 PM",120,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1665,150,"2021-09-04","09:00 AM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1666,151,"2021-09-04","02:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1667,150,"2021-09-04","05:00 PM",45,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1668,126,"2021-09-04","06:00 PM",30,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1669,150,"2021-09-05","10:00 AM",60,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1670,151,"2021-09-05","03:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1671,150,"2021-09-05","05:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1672,150,"2021-09-07","05:00 PM",60,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1673,150,"2021-09-08","05:00 PM",75,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1674,151,"2021-09-08","08:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1675,151,"2021-09-09","08:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1676,106,"2021-09-10","04:00 PM",120,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1677,150,"2021-09-10","07:00 PM",120,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1678,39,"2021-09-11","01:00 PM",120,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1679,150,"2021-09-11","06:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1680,151,"2021-09-12","10:00 AM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1681,55,"2021-09-12","01:00 PM",60,"Singleplayer","Controller","Lounge","Oculus","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1682,150,"2021-09-12","04:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1683,150,"2021-09-12","05:00 PM",60,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1684,126,"2021-09-12","06:00 PM",30,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1685,150,"2021-09-14","05:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1686,151,"2021-09-14","08:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1687,150,"2021-09-15","05:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1688,150,"2021-09-16","05:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1689,150,"2021-09-17","04:00 PM",75,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1690,151,"2021-09-18","07:00 AM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1691,39,"2021-09-18","02:00 PM",180,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1692,150,"2021-09-18","06:00 PM",120,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1693,151,"2021-09-19","07:00 AM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1694,150,"2021-09-19","09:00 AM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1695,150,"2021-09-19","07:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1696,150,"2021-09-20","06:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1697,150,"2021-09-21","06:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1698,150,"2021-09-23","06:00 PM",120,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1699,151,"2021-09-24","08:00 AM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1700,150,"2021-09-24","09:00 AM",105,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1701,106,"2021-09-24","01:00 PM",120,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1702,150,"2021-09-24","08:00 AM",120,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1703,151,"2021-09-25","08:00 AM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1704,150,"2021-09-25","11:00 AM",75,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1705,106,"2021-09-25","12:00 PM",60,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1706,150,"2021-09-25","07:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1707,150,"2021-09-26","11:00 AM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1708,106,"2021-09-26","05:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1709,150,"2021-09-28","06:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1710,150,"2021-09-29","05:00 PM",75,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1711,152,"2021-09-30","08:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1712,150,"2021-10-01","05:00 PM",150,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1713,150,"2021-10-02","08:00 AM",90,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1714,150,"2021-10-02","01:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1715,150,"2021-10-03","08:00 AM",75,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1716,150,"2021-10-03","03:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1717,150,"2021-10-03","06:00 PM",75,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1718,150,"2021-10-05","05:00 PM",30,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1719,150,"2021-10-05","07:00 PM",120,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1720,150,"2021-10-07","06:00 PM",60,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1721,150,"2021-10-07","09:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1722,150,"2021-10-08","12:00 PM",30,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1723,150,"2021-10-08","05:00 PM",75,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1724,150,"2021-10-09","07:00 AM",180,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1725,150,"2021-10-10","01:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1726,150,"2021-10-10","04:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1727,150,"2021-10-10","08:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1728,150,"2021-10-11","05:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1729,150,"2021-10-11","07:00 PM",45,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1730,150,"2021-10-12","05:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1731,150,"2021-10-12","08:00 PM",75,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1732,150,"2021-10-13","05:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1733,150,"2021-10-14","06:00 PM",30,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1734,150,"2021-10-15","05:00 PM",90,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1735,150,"2021-10-16","07:00 AM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1736,153,"2021-10-16","10:00 AM",60,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1737,150,"2021-10-16","01:00 PM",60,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1738,154,"2021-10-18","08:00 AM",30,"Singleplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1739,150,"2021-10-19","04:00 PM",30,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1740,150,"2021-10-19","05:00 PM",75,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1741,150,"2021-10-20","06:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1742,150,"2021-10-21","07:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1743,150,"2021-10-23","07:00 AM",75,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1744,150,"2021-10-23","10:00 AM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1745,150,"2021-10-23","05:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1746,150,"2021-10-24","08:00 AM",75,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1747,150,"2021-10-25","06:00 PM",75,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1748,150,"2021-10-26","06:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1749,150,"2021-10-28","05:00 PM",60,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1750,150,"2021-10-29","04:00 PM",75,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1751,150,"2021-10-31","06:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1752,150,"2021-11-01","05:00 PM",120,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1753,150,"2021-11-02","07:00 AM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1754,82,"2021-11-05","06:00 PM",45,"Online Multiplayer","Controller","Lounge","PS4","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1755,150,"2021-11-06","07:00 AM",120,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1756,150,"2021-11-07","01:00 PM",60,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1757,150,"2021-11-07","06:00 PM",120,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1758,150,"2021-11-08","06:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1759,155,"2021-11-09","06:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1760,155,"2021-11-09","08:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1761,155,"2021-11-10","04:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1762,155,"2021-11-11","04:00 PM",30,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1763,155,"2021-11-12","08:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1764,155,"2021-11-13","09:00 AM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1765,155,"2021-11-13","08:00 PM",30,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1766,155,"2021-11-14","10:00 AM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1767,155,"2021-11-15","06:00 PM",135,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1768,155,"2021-11-16","05:00 PM",90,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1769,155,"2021-11-16","06:00 PM",60,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1770,155,"2021-11-18","04:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1771,150,"2021-11-19","06:00 PM",60,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1772,155,"2021-11-19","07:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1773,155,"2021-11-20","07:00 AM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1774,150,"2021-11-21","07:00 PM",120,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1775,155,"2021-11-22","05:00 PM",30,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1776,156,"2021-11-22","06:00 PM",120,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1777,155,"2021-11-23","05:00 PM",75,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1778,156,"2021-11-23","06:00 PM",120,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1779,155,"2021-11-24","05:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1780,150,"2021-11-24","06:00 PM",45,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1781,156,"2021-11-24","07:00 PM",60,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1782,150,"2021-11-25","06:00 PM",45,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1783,156,"2021-11-25","07:00 PM",90,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1784,155,"2021-11-26","05:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1785,156,"2021-11-26","07:00 PM",120,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1786,155,"2021-11-27","08:00 AM",75,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1787,150,"2021-11-28","08:00 AM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1788,155,"2021-11-29","05:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1789,150,"2021-11-29","06:00 PM",60,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1790,150,"2021-12-01","05:00 PM",60,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1791,150,"2021-12-03","05:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1792,155,"2021-12-04","01:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1793,150,"2021-12-04","04:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1794,150,"2021-12-05","07:00 AM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1795,150,"2021-12-05","10:00 AM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1796,155,"2021-12-05","01:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1797,150,"2021-12-06","05:00 PM",60,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1798,150,"2021-12-06","07:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1799,150,"2021-12-07","05:00 PM",45,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1800,150,"2021-12-07","07:00 PM",120,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1801,150,"2021-12-08","05:00 PM",45,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1802,156,"2021-12-08","06:00 PM",75,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1803,150,"2021-12-11","07:00 AM",30,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1804,150,"2021-12-11","10:00 AM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1805,126,"2021-12-11","06:00 PM",30,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1806,150,"2021-12-11","07:00 PM",120,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1807,150,"2021-12-12","10:00 AM",15,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1808,126,"2021-12-16","05:00 PM",30,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1809,150,"2021-12-16","06:00 PM",75,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1810,150,"2021-12-21","06:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1811,150,"2021-12-22","05:00 PM",30,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1812,78,"2021-12-22","06:00 PM",90,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1813,150,"2021-12-23","05:00 PM",60,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1814,78,"2021-12-23","06:00 PM",90,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1815,150,"2021-12-26","08:00 AM",105,"Singleplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1816,78,"2021-12-26","12:00 PM",120,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1817,78,"2021-12-26","05:00 PM",60,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1818,78,"2021-12-26","07:00 PM",120,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1819,78,"2021-12-27","08:00 AM",120,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1820,78,"2021-12-27","02:00 PM",90,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1821,106,"2021-12-27","04:00 PM",90,"Online Multiplayer","Controller","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1822,78,"2021-12-27","06:00 PM",150,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1823,78,"2021-12-28","09:00 AM",120,"Singleplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1824,78,"2021-12-28","02:00 PM",90,"Singleplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1825,78,"2021-12-28","06:00 PM",75,"Singleplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1826,78,"2021-12-29","07:00 AM",30,"Singleplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1827,78,"2021-12-29","04:00 PM",60,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1828,78,"2021-12-29","08:00 PM",60,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1829,78,"2021-12-30","09:00 AM",90,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
1830,78,"2021-12-30","04:00 PM",180,"Online Multiplayer","Keyboard & Mouse","Lounge","PC","17a87e84-cecb-44fa-9d43-476c8ad9954f"
